DU145_NCI60	EKVX_NCI60	HCC2998_NCI60	HCT116_NCI60	HCT15_NCI60	HL60_NCI60	HOP62_NCI60	HOP92_NCI60	HS578T_NCI60	HT29_NCI60	IGROV1_NCI60	K562_NCI60	KM12_NCI60	LOXIMVI_NCI60	M14_NCI60	MALME3M_NCI60	MCF7_NCI60	MDAMB231_NCI60	MDAMB435_NCI60	MDAMB468_NCI60	MOLT4_NCI60	NCIADRES_NCI60	OVCAR3_NCI60	OVCAR4_NCI60	OVCAR5_NCI60	OVCAR8_NCI60	PC3_NCI60	RPMI8226_NCI60	RXF393_NCI60	SF268_NCI60	SF295_NCI60	SF539_NCI60	SKMEL2_NCI60	SKMEL28_NCI60	SKMEL5_NCI60	SKOV3_NCI60	SN12C_NCI60	SNB19_NCI60	SNB75_NCI60	SR_NCI60	SW620_NCI60	T47D_NCI60	TK10_NCI60	U031_NCI60	U251_NCI60	UACC257_NCI60	UACC62_NCI60
X355.USP9Y	5.845381866	NA	NA	6.033203298	5.123300803	4.723564319	5.665250464	5.721073874	5.80215208	5.443825596	NA	NA	3.794593969	4.90732132	5.60431141	5.672882268	5.22384845	5.603544419	5.415768243	5.240459442	5.476440009	6.131661724	5.785907698	5.42623656	5.936140991	5.417586271	4.813364297	4.886938597	5.736943554	5.82789076	5.747853258	6.371155005	5.808054788	5.449893613	5.681489062	5.537483816	5.392484625	5.604807456	5.819879943	5.528421307	5.271286783	NA	5.545443038	5.859022902	5.806692661	4.919450228	4.828356491
X358.KRIT1	5.737536419	6.125565375	5.697491432	7.391087831	NA	5.79449827	5.810104856	6.496888975	NA	6.375942431	6.018927294	5.326556505	6.110544241	5.449481227	5.668781905	6.240301942	5.726795887	5.270732733	6.262258072	NA	5.943062281	7.228013981	5.59502038	NA	5.423543923	NA	5.675002388	5.874365632	7.345429409	NA	NA	NA	5.329253589	5.602111211	5.553017414	NA	5.86295821	5.513026421	5.407275439	NA	5.531426545	6.379285785	7.470558432	6.079587732	6.026429973	6.064198489	6.12810815
X361.PES1	7.814249055	7.684166028	7.666951876	8.143830828	8.043982534	7.744519215	7.88600022	7.691955318	7.900393961	7.760489786	7.612034737	7.981683001	7.85747723	7.77250755	8.01924558	7.722992779	7.74893623	7.511276892	7.793010449	7.660263885	7.583641576	7.879201073	8.026556102	7.819050049	7.980469893	7.736854727	7.573072747	7.835314784	7.625816171	7.691461638	7.694268578	7.657728717	7.894048565	8.008464935	8.241441267	7.343974812	7.362697246	7.48892046	7.399972147	7.51113918	7.813927364	7.424988646	7.570647473	7.766335582	7.977521583	7.843229288	8.157994476
X363.CACNA1A	5.833317029	NA	6.029811249	5.58373002	6.052195583	6.195279973	5.934501552	5.160145992	6.16582628	5.633460115	5.6198243	NA	5.231360086	5.602215244	6.015729007	6.403147335	NA	6.402342826	6.213133324	6.342049291	NA	5.888753658	6.172057538	6.210561875	5.52074554	5.898754803	6.184843591	NA	6.503357957	5.9707503	5.681849622	6.294042001	5.986444592	6.135353712	5.505790132	6.272183971	6.260164428	5.738990188	6.48329667	NA	5.678417249	5.931157499	5.927260876	5.701624765	5.71089147	6.446570102	6.52452306
X365.SDCBP	7.895466518	7.384435268	6.830633921	7.51799069	7.252245424	8.301931304	8.410951304	8.030961965	8.177564323	8.304157716	7.670999132	7.706855719	7.905927041	7.766980928	8.472209692	7.453464513	6.842035286	7.818655217	8.375792611	7.039626358	7.652665695	7.423867851	6.912956801	7.788237782	8.535316539	7.413907603	7.395459094	6.673697569	8.21124237	7.743914732	8.056562774	8.322608457	8.222778456	8.616477338	8.52220889	8.179621956	7.391576504	7.592801823	7.558818328	7.58257272	7.241591568	7.875319752	8.193976431	7.967950942	7.709022798	8.917795052	8.681685334
X366.SDCBP	6.769992859	6.357168729	5.915146054	6.559509765	6.201143272	7.582214352	7.273686898	6.853611573	7.05786346	6.941812216	6.509507971	6.452149719	6.797335031	6.717085187	7.212695028	6.161936098	6.007167568	6.730840222	7.144472431	6.229463385	6.677460558	6.379345711	5.979066107	6.73159272	7.243104064	6.236721023	6.291684709	5.654017005	7.02924062	6.559781743	6.800423435	7.113912094	7.036549358	7.433622406	7.237264515	6.919051825	6.261543182	6.486055178	6.569470774	6.502055852	6.022021256	5.92061137	6.872539498	7.08654089	6.62225922	7.441925197	7.439790272
X370.DDX3X	8.582245536	8.513681052	8.410615701	8.588266727	8.637566361	8.419513664	8.44332895	8.393191295	8.508991498	8.574930051	8.470961031	8.647402241	8.567392832	8.348805006	8.462639038	8.582520408	8.358937154	8.462020297	8.541519398	8.431713185	8.476460693	8.515072982	8.349241118	8.519329062	8.33348321	8.522282245	8.538846856	8.476292841	8.419722395	8.533195979	8.595005377	8.251832705	8.380930556	8.413508244	8.46947664	8.653424824	8.412722512	8.513429243	8.370563182	8.495052633	8.564322241	8.436060157	8.317729932	8.49504534	8.600853405	8.534871246	8.487943884
X373.PODXL	4.909745424	5.485964282	5.803871865	6.525787494	6.560177144	6.565809526	6.591702957	6.336745811	6.500098629	7.108563449	6.730294147	NA	5.380241413	5.474465954	NA	6.239012786	6.301005477	7.129337251	NA	6.488204013	NA	6.694078416	7.127941536	6.565508288	7.084402608	6.854648234	5.968214886	6.567665035	6.357805666	6.658675129	6.321289841	6.050380951	NA	NA	5.786458982	7.159390044	6.285024277	6.639064576	5.460529492	6.394965296	6.178383137	6.557463087	5.180389309	6.396409459	6.075577929	NA	NA
X374.CYR61	8.27505362	7.101102105	5.866104438	6.796799496	6.778910555	6.024704223	8.092991	8.52162945	8.36497385	5.474013534	7.457195558	4.977527873	6.442070147	8.215783339	5.246814633	7.93605013	5.925602434	8.26316365	6.274048729	7.438448386	NA	8.702002152	7.772894515	8.832978555	7.259439915	8.7708758	6.628978766	NA	7.864147823	8.353612003	7.823353311	8.654503807	7.308819587	5.598503402	5.279525387	7.117358836	7.774910313	8.260847533	7.92234512	5.431427824	5.627452289	7.386104284	7.721972712	7.927209268	7.845329958	6.939349715	5.888540044
X376.PEX7	5.583315643	NA	NA	6.896682756	6.415216567	7.159112466	6.372765457	6.849400448	7.059245025	7.169927153	NA	5.650853507	NA	5.936484766	6.867284792	6.781358607	6.103998539	6.656617879	6.520571827	5.426105141	6.545739882	7.154534193	7.196809553	7.028679418	7.13072499	NA	6.189498151	7.005377434	6.506711786	6.914896033	6.801801528	NA	6.776572838	6.242116923	NA	6.955950118	NA	7.515185353	6.276109042	6.297586898	NA	7.015459477	6.652292865	NA	7.007903171	6.643785186	6.91560597
X377.KPNA4	8.086512628	7.861140524	7.874815259	7.862591205	7.980929717	7.934067614	8.11226704	8.449372841	8.195845258	8.015391609	7.954656215	8.056771711	7.965123144	8.041208322	7.988883598	8.068692831	7.975748236	7.907348641	8.02468303	7.890727476	7.886365044	7.946453407	8.236577541	8.150577849	8.022958408	8.028268923	8.001300686	8.116027702	8.363260277	8.040991689	8.065834877	8.211604174	7.943909073	8.128787271	7.975116852	8.188450455	8.032917508	8.017517278	8.109478716	7.863265402	7.912939906	8.087530574	7.985885435	8.165324425	8.245322682	7.906017651	7.85033034
X378.TRIM38	6.273621344	NA	5.573613744	6.294561561	NA	6.657488987	6.64752527	6.481109112	6.792751072	6.139453868	6.158059313	5.945574255	NA	6.738957083	6.698089645	6.259586853	NA	6.970024197	6.715465539	7.219422233	6.537731438	6.566066156	6.736821405	6.908567969	6.463584282	6.063009908	6.308902241	6.757112577	6.993517825	6.325626331	6.737551568	6.924723962	6.676747443	6.451773001	6.758431455	6.640398871	7.023840834	5.400738218	7.074761818	7.031749563	5.675093471	6.124861797	6.753860213	6.403836379	6.061554619	6.793056134	6.792535129
X379.NFIB	6.847591396	6.590202847	6.067854603	5.394537472	7.067456417	6.057266128	7.139208249	6.696466054	7.209915916	6.687290218	NA	5.787707494	6.434342365	6.690322048	6.783743846	7.078502362	7.010042788	6.312364735	7.068457277	7.386445079	5.60223371	7.196837549	7.588939253	6.931912054	5.963031806	6.727530825	7.185835099	6.217486721	6.89801602	6.287518506	6.694023459	6.794696774	6.563084242	6.532637473	6.535903337	6.826832499	6.539191489	7.319662339	6.904690909	NA	NA	6.968709872	6.855860986	7.114636228	7.176020179	6.307583434	6.743582777
X388.UBE2C	7.744927013	7.406990991	7.754186449	8.016576466	7.835177857	7.651361728	7.730435245	7.796698169	7.534604013	7.68765552	7.623323872	NA	7.893317051	7.555137698	7.871476047	7.872717543	7.804867881	7.828081304	7.832611502	7.444523688	7.861309414	7.86444428	8.010285896	8.042652298	7.723405544	8.158993619	7.184871952	6.345629105	8.132584743	7.971378645	7.728195407	8.062916636	7.489638216	7.364651041	7.244120167	NA	7.299596547	7.808581428	7.737500486	7.135927675	7.53824223	7.97145416	7.353584771	7.758447982	7.718943984	7.589127603	5.900073964
X395.ARID1A	7.092766875	7.12238416	6.771158271	7.191388849	7.327392242	7.357491493	7.133384719	7.0343294	6.994711164	7.120218107	6.36787606	7.320075994	7.059179486	6.78241937	7.167935583	7.425043313	7.429136576	7.10705746	6.951850869	7.215161969	7.642166469	7.107014041	7.186236036	7.005477982	7.046346171	7.169004961	7.08425234	7.390889005	7.132099227	7.410871593	7.065233555	7.117986315	6.982304354	6.94057379	7.119257927	6.747535764	7.42881897	7.10583123	7.13757525	7.185987498	7.399629607	5.406436963	6.601954856	6.924756156	7.264239875	7.185818107	7.061118107
X408.GAPDHS	6.19304914	5.910005031	NA	NA	NA	7.085282597	6.046705901	6.272905949	5.927508243	5.763597213	5.947553935	5.737876471	6.045572484	NA	NA	NA	5.745022668	6.022867578	NA	5.950660286	NA	NA	6.345263217	NA	NA	NA	5.985806696	6.249274549	6.351868405	6.017648694	5.676030563	5.331901705	7.102520964	8.173499687	7.058803395	6.328002377	6.101012826	6.236601035	6.409082232	NA	6.192985678	6.40232891	6.118521644	5.958022783	6.310403226	7.904260227	7.723624277
X412.DYNC1I1	7.343932622	NA	5.871461145	5.324554707	6.620737002	7.345259842	5.708629285	6.760611523	6.318062561	7.220259209	6.861638717	NA	NA	NA	6.724994993	7.403015545	6.009099609	7.056804186	6.195667434	6.96624347	7.509821245	6.737747531	6.433321406	6.389953092	6.895997271	7.488742218	5.312341458	7.400722638	5.258706436	5.499757895	7.340565978	7.2942791	6.155613363	6.058003091	5.312260553	7.379771935	6.985580034	6.147109542	7.0601576	7.165111771	7.167231519	7.082499343	5.979241787	5.915897729	6.247251915	7.190571194	6.626470876
X415.CIT	6.806276759	6.691165724	6.651161246	6.363311708	6.649633624	6.642015841	7.094183039	6.049383777	6.70153151	6.677757623	6.469402438	6.425397802	6.804789923	6.886060719	7.291787541	7.290354502	6.426511345	6.987786121	6.820555211	6.240590558	6.801240582	6.59431514	6.826669346	6.90439592	6.545283462	7.049858365	6.219551154	6.15140788	7.001272246	6.810288082	6.886127175	6.574939754	6.879987444	6.950741653	7.418336536	5.968418601	6.974283481	6.623675832	6.889760937	6.689122541	6.696271633	7.001723738	6.457429601	7.135930809	6.934218041	7.054292277	6.726003379
X421.AP3D1	7.84049341	7.793857872	7.755549944	7.834435585	7.771826261	7.702231252	7.569403234	7.5244603	7.823366905	7.643236193	7.768668741	7.381349829	7.720096543	7.726886525	7.773522006	7.3820098	7.629040987	7.659930679	7.767412099	7.51771829	7.091710685	7.563571465	7.467818107	7.569488572	7.753608378	7.348955805	7.556676531	7.479557309	7.748044158	7.728145906	7.862558547	7.671658444	7.673048561	7.870500267	7.915157971	7.840320279	7.552623878	7.742189783	7.715168612	7.75477856	7.660668496	7.724755845	7.828625298	7.740759894	7.69331006	7.865487724	7.929395871
X422.CCS	7.803160012	8.037854709	7.929173572	7.750992079	7.762657917	7.80492865	7.729730226	8.070770636	7.71833357	8.122974119	7.741899987	8.005951105	8.245578893	7.551276568	7.451757694	7.475654559	7.726441536	7.871538388	7.372035498	7.699169124	7.569617086	7.808294509	8.045958746	7.888770789	7.758879535	7.585498236	7.454140266	7.970283991	7.878129535	7.731771616	7.556043629	7.372325049	7.545129673	7.51118134	7.855703931	7.908749491	7.661530693	7.530664427	7.689927471	7.683523529	8.049800041	8.056059147	7.157354549	7.459893662	7.872225604	7.566948758	7.891567959
X427.DVL1.DVL1P1	6.726138375	5.287866077	5.959202846	6.797062587	6.447545922	6.12723307	6.127105395	6.479648566	6.01250554	6.809923526	6.139104192	5.982763067	6.199925543	6.043666355	6.203898986	NA	6.240004194	6.260451977	6.147942067	6.837812481	5.758243584	5.753942095	6.630506195	6.017009529	6.350220223	6.348267986	6.294954416	6.48170106	6.085286326	5.105603112	5.840049096	5.132572006	5.613839756	6.01189397	6.718947234	6.399830271	5.518929613	6.433367271	6.268652359	6.536592774	6.023491662	5.741765323	6.005961941	6.122709376	6.350335647	6.050528355	6.379460846
X428.DVL2	7.196386839	7.192930263	6.68891123	7.214195336	6.971033008	6.774241191	6.776509285	7.182523064	7.207545053	6.810235704	7.105592968	6.968477032	7.018634924	6.780342672	7.022969394	6.804645572	7.32238701	7.151419981	6.98231865	6.82887918	6.885640079	7.328243624	6.596815442	7.005513392	6.860332262	7.19716368	6.739972246	6.668915993	6.715593804	7.162676786	6.998247985	7.144580914	6.459172411	6.783285531	7.079375717	6.846233166	7.346476098	6.947259793	6.833227091	7.129387962	7.174203887	6.762617971	6.924646665	6.791618533	7.090352405	7.159509202	7.304487651
X430.CHD1	6.69310029	6.521817697	6.799262047	7.02386732	6.984323277	6.796447228	6.769447035	6.546679837	6.614200554	6.940671782	6.284159343	7.289281308	6.682762765	6.89630522	7.037097803	6.905303372	6.774515911	6.688518388	7.074093725	6.659614976	7.153684665	6.574766073	6.518736856	6.760757257	6.607185806	6.965742697	6.768414011	6.798019688	6.57631421	6.349488493	6.821430626	6.567397294	7.086716498	7.053745077	7.213231961	6.501555906	6.54471612	6.742084096	6.45281595	6.9945832	6.904964214	6.547995963	6.685170822	6.521235819	6.98204313	6.932959947	6.855708366
X432.GOSR2	6.100076267	6.671994481	6.265160494	5.157415182	6.310809662	6.71580078	6.396343897	6.462910218	5.841378137	7.879018222	6.386669442	5.978012365	NA	6.979222556	5.775045445	6.17765655	6.657914244	5.936372555	6.950252624	NA	7.037045259	6.276447602	6.537680852	NA	6.069143685	5.462740526	6.758596831	6.630345186	NA	5.565753467	6.942013721	7.013640785	6.715921655	6.484607423	6.500168602	6.476371177	5.630601994	6.106783171	6.064654577	6.363961885	5.609024102	6.981385422	6.503588424	5.940923664	NA	6.401994018	6.640758256
X433.TOR1A	7.346269114	6.566822994	7.039042533	6.759566097	7.322440306	7.090508299	7.028347806	6.869355555	7.378194099	6.632880577	7.068778492	7.180389364	6.558521754	6.970722632	7.101718818	7.4603503	6.261780952	7.230473414	6.871051446	7.198066353	6.806234654	7.176752545	7.001304597	7.09438234	6.800722251	7.057829556	6.957395384	6.979547692	6.557295727	7.153031577	7.535996934	7.461623201	7.202737708	6.945972422	6.938665298	7.158657234	6.24025626	7.174414069	7.586893741	6.81702007	6.939333016	7.391620084	6.992588324	6.986722691	7.407263124	6.714034677	6.989004576
X436.ADAM10	6.307818054	6.539047735	6.255483554	5.86441882	5.909399186	6.249887692	4.686569297	5.943890987	4.437041416	6.097990214	6.386738129	6.218246356	NA	5.859645135	6.368768456	5.646999442	5.448128191	6.083177988	5.392212584	5.121795881	6.847971697	5.944098992	6.505733754	5.477111238	6.62428407	NA	4.805603484	6.217460525	NA	4.49463898	5.857552772	5.945522404	6.217451028	5.288121263	5.546753765	6.366017505	5.088780439	5.989480457	5.222445462	6.901500909	6.314408995	4.701466479	5.617618672	5.799523551	4.70843629	6.554036282	4.899229845
X439.KMT2D	5.437215733	5.417412811	5.495835856	5.293069595	5.405474947	5.844254563	5.46869292	5.482270928	4.740520745	5.342745158	5.211213129	5.945282716	5.199444686	6.028838547	5.495901581	5.428785872	5.636601285	5.070098803	5.844418426	5.297910118	4.995496099	5.657028026	5.542243861	5.692805622	5.525355917	5.628523068	5.856681294	4.768264831	5.615809349	5.147675803	5.356711993	5.367725926	5.466694031	5.464554083	5.66967663	5.42688958	5.632811226	5.096506948	5.04049834	5.138529889	6.077855492	5.657441706	5.782197226	5.228837791	5.083435645	5.803722579	5.864378188
X442.APAF1	5.962477923	6.215101956	6.18298312	5.695607984	6.34830621	6.682285769	6.093398406	5.407519334	6.034956631	6.198101192	6.612443379	5.540561218	6.146957502	6.660204963	6.517048903	5.992369537	6.022426611	6.644065957	6.274584292	6.311682605	6.008295336	6.746068977	6.114527128	5.962677154	5.872263565	6.333436822	6.1943254	NA	6.790770191	6.417916955	5.782121632	5.839517194	6.206182151	6.099968802	6.315512113	5.892471545	6.580650201	5.671230914	6.166469221	6.1073262	6.304183442	6.375764913	6.392467648	6.550883163	6.171878993	6.266729815	6.638102121
X444.IMPA2	7.035841572	6.568796543	6.845999942	6.092501451	6.333873048	7.380259674	6.437125386	6.690616849	NA	7.044587295	6.792859618	5.252162325	6.560656227	NA	6.787165887	6.426633385	6.70296463	6.355194783	6.420473881	7.785579043	NA	NA	7.230119354	7.249405481	6.41886373	5.635738419	6.726689739	6.019613742	7.187579976	6.484247352	NA	NA	6.820043834	5.749154266	NA	8.124973557	6.813350743	6.282189243	6.365327276	7.36876992	6.770851322	6.174382711	7.680097002	6.102427509	5.674244013	NA	6.061084463
X445.MAP2K7	6.702478424	6.340654328	6.67438694	6.81591763	6.349409882	6.786174781	6.475455154	6.415061066	6.340304751	6.701785615	6.628264997	6.798373143	6.64336024	5.998503313	6.507887258	6.005179089	6.638600257	6.568041686	6.385874878	6.478671214	7.236683481	6.642932875	6.216797917	6.641735843	6.406375408	6.729468925	6.726029513	6.538483089	6.790494185	6.446844139	6.527695181	6.229330647	6.594238624	6.075290112	6.16743962	6.592066411	5.523115882	6.617042583	6.420845356	6.411790527	6.115438416	6.295911641	6.809472492	6.418909449	6.275614273	6.209162677	5.78638499
X446.ACOT8	5.917253965	6.361678907	NA	5.799971597	5.736602283	6.871170767	6.066707549	6.058713992	6.556447386	6.789703082	NA	NA	6.334968405	5.751921487	6.565765982	6.425419024	NA	7.049923596	6.425129079	6.577872577	6.660168561	6.223168208	6.616051449	6.601062635	6.638243379	6.741459543	6.707063859	6.821702479	NA	NA	NA	6.397561032	6.716640494	6.624478109	5.477608328	6.103504879	6.552431772	6.462190966	7.101332674	6.080625715	6.281921504	6.756480676	6.593591565	6.217774599	NA	7.224838572	6.563104686
X448.PDCD5	8.604758003	8.289442014	8.321191817	8.497128154	8.638473759	8.355779151	8.590972856	8.684852775	8.427059211	8.412139634	8.388810811	8.645820962	8.695563021	8.548017382	8.541453013	8.229823816	8.085590739	8.437282299	8.362086377	8.527849184	8.307452221	8.752593681	8.735229463	8.748581275	8.089022103	8.659706297	8.379668707	8.388245158	8.929104812	8.547199477	8.607083843	8.453140395	8.257172523	8.322935935	8.38570889	8.131640161	8.323049886	8.554071592	8.448829585	8.263784281	8.366022358	8.34541704	8.314610326	8.395295113	8.329074512	8.216664388	8.379169797
X449.PRMT5	7.954367348	8.014090296	7.876135346	8.242170352	8.267172248	8.040027259	8.070618058	8.292212193	7.840568705	7.752103436	8.084865961	8.332922467	8.074949426	8.24141865	7.866061724	7.924020438	8.117601019	7.977943165	7.655220364	7.811555618	7.954150362	8.295528237	7.971919739	7.860266153	8.10742673	8.310433912	8.038363735	8.074095329	7.488647693	8.085064196	7.797936246	7.789801779	8.115905406	7.758171016	8.061226244	7.807936491	8.019837731	7.652131681	7.845354775	7.786506933	8.022091388	7.929165046	7.669826619	7.919519287	8.105330065	7.938263779	8.18207723
X450.SLC9A3R1	7.896370271	7.937127523	8.125527229	8.329571569	8.054442257	8.042062573	7.671388703	8.138981052	7.114569198	8.311367663	7.973383347	7.898870378	7.822747431	7.527645679	7.787884491	7.762435089	8.994619118	7.912238444	7.978226532	8.518590048	8.465559433	8.407540131	7.742948701	7.945579719	8.284054569	8.130019913	7.693949605	8.122530418	7.87121318	8.177208145	7.924943087	8.234257467	7.888347478	7.38956348	7.481925599	7.861091928	7.924615388	7.979214543	7.6965675	7.866132001	8.11634249	9.102583736	7.957341362	8.067958708	8.09513823	8.041684585	7.612019268
X451.CHEK1	7.013921426	6.616647509	6.859135095	7.444572044	7.125691734	7.005573097	7.066924009	5.527941777	6.698922559	7.349320238	6.482530621	7.447586987	6.665329242	7.070249435	6.955345238	6.615291861	6.703879228	7.060147267	7.136714288	7.243256713	7.562846801	6.579942324	6.50459377	7.03557339	6.548494814	7.224579019	6.373008038	7.008355562	6.197180508	6.720668209	6.569238724	6.198002692	6.789202866	6.655035053	6.504302742	NA	6.649436568	7.173403816	6.588325848	7.080040228	7.109601611	7.155299607	5.522040617	7.372182211	6.87615435	6.902484472	5.510789655
X455.TPP1	7.120796686	7.335360922	7.160222439	6.844742209	7.192954701	7.501670471	6.996568374	7.677780103	7.241182073	6.940427014	7.253017175	7.35383552	6.308188034	7.457713355	7.505549375	7.305559119	6.888952406	7.451267553	7.07981575	7.103851637	7.096921134	7.251411961	7.334613152	7.171514739	7.392147613	7.021783748	7.165354049	7.359599575	7.206597465	7.515882048	7.033924367	7.068014943	7.739920358	7.747328231	7.719128979	7.699746446	7.816179486	6.818112288	7.766001571	7.583382422	7.586369194	7.41502545	7.61425295	7.337180536	7.027632863	7.538482809	7.523039044
X458.NDC80	7.36850667	6.897876679	6.805133631	7.233427902	7.090742718	6.841118107	7.551148835	6.718926157	7.355559658	6.949965383	7.138161759	7.465770052	6.825241031	7.13395988	7.378986695	7.487145874	7.191660076	7.620336533	7.319925991	7.088347308	7.272838889	7.073640644	7.183498678	7.25220343	7.210791875	7.434655173	6.546782235	7.229932873	7.474332227	7.631187521	7.340608537	7.202886423	7.068071655	7.007661821	6.64794975	6.579699879	7.419020432	7.57555826	7.367691248	7.270410983	6.882325402	7.130241586	6.673113711	7.302442959	7.488280531	7.064082796	6.608074609
X459.KIF3C	5.746446187	5.799183386	6.274582438	5.690858077	5.613892101	5.290279437	5.796796038	NA	5.503211418	4.77900664	6.292494228	5.645276945	5.421646116	5.487531528	6.141116348	6.245420637	5.320009199	5.439515669	6.376565044	5.663909641	5.42098332	5.741218887	5.575335865	5.601798864	5.335333688	5.672914095	5.646245852	5.378591786	6.055788907	5.25047025	5.423919398	NA	5.036287024	6.308534276	5.660719503	5.058363797	5.49525706	5.214882509	4.948036787	5.478331623	6.184698139	5.293664011	6.254466196	5.294424327	6.044330785	6.266439462	6.311235219
X460.NRP1	6.322446712	6.114621847	4.812806901	4.7974409	5.649098124	5.697058306	5.863184732	6.838945708	5.98307414	5.691858656	5.544791442	5.624407573	5.577784204	6.492963812	NA	5.738433784	5.182388576	6.678692974	5.967256065	5.499197544	5.603447396	5.608182114	5.399590175	5.417973597	5.475317217	5.537764503	6.85704945	NA	6.477065481	5.580333115	6.705993786	6.614221421	5.532219173	NA	NA	6.123309737	6.500514786	5.709099829	6.302288463	4.929308629	4.515995072	5.220484653	5.694495712	5.956098115	5.43558798	5.486206518	5.310743186
